seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	havana_gene	tag
9	86554377	86571842	17466	-	HAVANA	gene	NA	NA	ENSMUSG00000056131.13	protein_coding	Pgm3	1	OTTMUSG00000045044.3	NA
9	86571991	86574899	2909	+	HAVANA	gene	NA	NA	ENSMUSG00000032417.10	protein_coding	Rwdd2a	2	OTTMUSG00000045045.2	NA
9	86581371	86695953	114583	-	HAVANA	gene	NA	NA	ENSMUSG00000032418.15	protein_coding	Me1	2	OTTMUSG00000045046.2	NA
9	86743649	86758443	14795	+	HAVANA	gene	NA	NA	ENSMUSG00000033491.13	protein_coding	Prss35	2	OTTMUSG00000045049.1	NA
9	86765923	86880654	114732	-	HAVANA	gene	NA	NA	ENSMUSG00000033419.15	protein_coding	Snap91	1	OTTMUSG00000045050.2	NA
9	87015537	87019917	4381	+	HAVANA	gene	NA	NA	ENSMUSG00000047897.10	protein_coding	Ripply2	2	OTTMUSG00000045052.2	NA
9	87022014	87077774	55761	+	HAVANA	gene	NA	NA	ENSMUSG00000032872.16	protein_coding	Cyb5r4	2	OTTMUSG00000037524.6	NA
9	87144306	87184045	39740	+	HAVANA	gene	NA	NA	ENSMUSG00000042761.14	protein_coding	Mrap2	2	OTTMUSG00000024323.2	NA
9	87189577	87255536	65960	-	HAVANA	gene	NA	NA	ENSMUSG00000056919.9	protein_coding	Cep162	2	OTTMUSG00000025816.4	NA
9	87702800	87731260	28461	-	HAVANA	gene	NA	NA	ENSMUSG00000032419.8	protein_coding	Tbx18	2	OTTMUSG00000045141.5	NA
9	88327197	88372092	44896	+	HAVANA	gene	NA	NA	ENSMUSG00000032420.8	protein_coding	Nt5e	2	OTTMUSG00000045593.4	NA
9	88376750	88438958	62209	-	HAVANA	gene	NA	NA	ENSMUSG00000032422.17	protein_coding	Snx14	2	OTTMUSG00000030828.4	overlapping_locus
9	88407432	88456616	49185	-	HAVANA	gene	NA	NA	ENSMUSG00000092541.7	protein_coding	RP23-118M23.1	2	OTTMUSG00000037689.1	overlapping_locus
9	88447009	88482574	35566	-	HAVANA	gene	NA	NA	ENSMUSG00000032423.12	protein_coding	Syncrip	2	OTTMUSG00000037703.5	overlapping_locus
9	88548020	88571061	23042	+	HAVANA	gene	NA	NA	ENSMUSG00000032425.15	protein_coding	Zfp949	2	OTTMUSG00000034721.4	ncRNA_host
9	88580891	88588819	7929	+	HAVANA	gene	NA	NA	ENSMUSG00000090693.4	protein_coding	Trim43a	2	OTTMUSG00000045601.2	NA
9	88688602	88720296	31695	-	HAVANA	gene	NA	NA	ENSMUSG00000079427.10	protein_coding	Mthfsl	2	OTTMUSG00000045603.4	NA
9	88723285	88731914	8630	-	HAVANA	gene	NA	NA	ENSMUSG00000099974.1	protein_coding	Bcl2a1d	2	OTTMUSG00000045606.1	NA
9	88839164	88848190	9027	+	HAVANA	gene	NA	NA	ENSMUSG00000067399.10	protein_coding	Trim43c	2	OTTMUSG00000045609.1	NA
9	88956900	88962419	5520	+	HAVANA	gene	NA	NA	ENSMUSG00000102037.1	protein_coding	Bcl2a1a	2	OTTMUSG00000045614.3	NA
9	89084624	89092835	8212	-	HAVANA	gene	NA	NA	ENSMUSG00000079162.8	protein_coding	Trim43b	1	OTTMUSG00000045615.1	NA
9	89199209	89207827	8619	+	HAVANA	gene	NA	NA	ENSMUSG00000089929.1	protein_coding	Bcl2a1b	2	OTTMUSG00000031931.1	overlapping_locus
9	89199379	89215471	16093	+	HAVANA	gene	NA	NA	ENSMUSG00000100838.1	protein_coding	RP23-121I20.3	2	OTTMUSG00000046842.2	overlapping_locus
9	89210676	89377713	167038	+	HAVANA	gene	NA	NA	ENSMUSG00000066442.17	protein_coding	Mthfs	2	OTTMUSG00000031930.5	overlapping_locus
9	89587216	89623125	35910	-	HAVANA	gene	NA	NA	ENSMUSG00000039313.14	protein_coding	RP23-407B23.1	2	OTTMUSG00000045620.1	NA
9	89699206	89705068	5863	-	HAVANA	gene	NA	NA	ENSMUSG00000032353.9	protein_coding	Tmed3	2	OTTMUSG00000046286.3	NA
9	89725245	89738475	13231	-	HAVANA	gene	NA	NA	ENSMUSG00000047606.4	protein_coding	Ankrd34c	2	OTTMUSG00000046288.3	NA
9	89909908	90026977	117070	+	HAVANA	gene	NA	NA	ENSMUSG00000032356.12	protein_coding	Rasgrf1	2	OTTMUSG00000046289.3	NA
9	90054152	90076089	21938	+	HAVANA	gene	NA	NA	ENSMUSG00000032359.14	protein_coding	Ctsh	2	OTTMUSG00000024409.4	NA
9	90091665	90114774	23110	-	HAVANA	gene	NA	NA	ENSMUSG00000062270.14	protein_coding	Morf4l1	2	OTTMUSG00000046589.3	NA
9	90163069	90208071	45003	+	HAVANA	gene	NA	NA	ENSMUSG00000032363.15	protein_coding	Adamts7	2	OTTMUSG00000025854.4	NA
9	90202027	90270804	68778	-	HAVANA	gene	NA	NA	ENSMUSG00000037410.13	protein_coding	Tbc1d2b	1	OTTMUSG00000031688.3	overlapping_locus
9	91358058	91365810	7753	-	HAVANA	gene	NA	NA	ENSMUSG00000032368.14	protein_coding	Zic1	2	OTTMUSG00000020412.5	NA
9	91362413	91389348	26936	+	HAVANA	gene	NA	NA	ENSMUSG00000036972.14	protein_coding	Zic4	2	OTTMUSG00000038052.5	NA
9	92192936	92209772	16837	+	HAVANA	gene	NA	NA	ENSMUSG00000095654.2	protein_coding	Plscr5	2	OTTMUSG00000046650.1	NA
9	92249750	92272278	22529	+	HAVANA	gene	NA	NA	ENSMUSG00000032369.13	protein_coding	Plscr1	2	OTTMUSG00000023001.5	NA
9	92275602	92297752	22151	+	HAVANA	gene	NA	NA	ENSMUSG00000032372.14	protein_coding	Plscr2	2	OTTMUSG00000022967.3	NA
9	92309377	92357876	48500	+	HAVANA	gene	NA	NA	ENSMUSG00000074139.8	protein_coding	RP23-21J17.1	1	OTTMUSG00000022736.5	NA
9	92457373	92492456	35084	+	HAVANA	gene	NA	NA	ENSMUSG00000032377.8	protein_coding	Plscr4	2	OTTMUSG00000022961.3	NA
9	92542223	92608428	66206	+	HAVANA	gene	NA	NA	ENSMUSG00000032374.14	protein_coding	Plod2	2	OTTMUSG00000031153.3	NA
9	94517864	94538081	20218	-	HAVANA	gene	NA	NA	ENSMUSG00000045414.7	protein_coding	RP23-253N17.1	2	OTTMUSG00000046987.1	NA
9	94669909	95230445	560537	+	HAVANA	gene	NA	NA	ENSMUSG00000031129.9	protein_coding	Slc9a9	1	OTTMUSG00000032832.2	ncRNA_host
9	95399292	95406722	7431	-	HAVANA	gene	NA	NA	ENSMUSG00000033350.7	protein_coding	Chst2	2	OTTMUSG00000046997.1	NA
9	95456898	95511996	55099	-	HAVANA	gene	NA	NA	ENSMUSG00000032407.14	protein_coding	U2surp	2	OTTMUSG00000047001.4	NA
9	95559657	95568023	8367	+	HAVANA	gene	NA	NA	ENSMUSG00000064225.6	protein_coding	Paqr9	2	OTTMUSG00000022621.3	NA
9	95637601	95698096	60496	+	HAVANA	gene	NA	NA	ENSMUSG00000015354.8	protein_coding	Pcolce2	2	OTTMUSG00000030790.1	overlapping_locus
9	95705082	95750375	45294	-	HAVANA	gene	NA	NA	ENSMUSG00000032839.13	protein_coding	Trpc1	2	OTTMUSG00000047293.4	NA
9	95752642	95845311	92670	-	HAVANA	gene	NA	NA	ENSMUSG00000049493.13	protein_coding	Pls1	2	OTTMUSG00000030784.2	NA
9	95857597	95951781	94185	+	HAVANA	gene	NA	NA	ENSMUSG00000032409.15	protein_coding	Atr	2	OTTMUSG00000047295.4	ncRNA_host
9	95954760	96057803	103044	+	HAVANA	gene	NA	NA	ENSMUSG00000032410.13	protein_coding	Xrn1	1	OTTMUSG00000047300.6	overlapping_locus
9	96119362	96184608	65247	+	HAVANA	gene	NA	NA	ENSMUSG00000041440.18	protein_coding	Gk5	2	OTTMUSG00000031738.4	NA
9	96196275	96323646	127372	+	HAVANA	gene	NA	NA	ENSMUSG00000032411.15	protein_coding	Tfdp2	2	OTTMUSG00000047569.6	overlapping_locus
9	96332655	96364442	31788	-	HAVANA	gene	NA	NA	ENSMUSG00000032412.8	protein_coding	Atp1b3	2	OTTMUSG00000047571.2	NA
9	96470937	96478675	7739	-	HAVANA	gene	NA	NA	ENSMUSG00000051234.6	protein_coding	Rnf7	2	OTTMUSG00000022972.2	NA
9	96486001	96525264	39264	-	HAVANA	gene	NA	NA	ENSMUSG00000099564.2	protein_coding	RP24-91A16.3	2	OTTMUSG00000046498.2	ncRNA_host
9	96539300	96631617	92318	-	HAVANA	gene	NA	NA	ENSMUSG00000032413.12	protein_coding	Rasa2	2	OTTMUSG00000020654.4	ncRNA_host
9	96682770	96752831	70062	-	HAVANA	gene	NA	NA	ENSMUSG00000040433.16	protein_coding	Zbtb38	2	OTTMUSG00000033697.5	NA
9	96823336	96892669	69334	-	HAVANA	gene	NA	NA	ENSMUSG00000043587.15	protein_coding	Pxylp1	2	OTTMUSG00000027495.6	NA
9	96943482	97018843	75362	-	HAVANA	gene	NA	NA	ENSMUSG00000046997.5	protein_coding	Spsb4	2	OTTMUSG00000028991.4	NA
9	97074961	97111157	36197	-	HAVANA	gene	NA	NA	ENSMUSG00000032449.13	protein_coding	Slc25a36	1	OTTMUSG00000031601.2	NA
9	97349562	97369958	20397	-	HAVANA	gene	NA	NA	ENSMUSG00000032451.6	protein_coding	Trim42	2	OTTMUSG00000027421.3	NA
9	97444395	98033181	588787	-	HAVANA	gene	NA	NA	ENSMUSG00000032452.12	protein_coding	Clstn2	2	OTTMUSG00000032788.1	overlapping_locus
9	98287435	98420438	133004	+	HAVANA	gene	NA	NA	ENSMUSG00000032456.13	protein_coding	Nmnat3	2	OTTMUSG00000022653.5	overlapping_locus
9	98422961	98446575	23615	+	HAVANA	gene	NA	NA	ENSMUSG00000046402.10	protein_coding	Rbp1	2	OTTMUSG00000047579.3	NA
9	98486115	98509781	23667	+	HAVANA	gene	NA	NA	ENSMUSG00000032454.9	protein_coding	Rbp2	2	OTTMUSG00000047580.2	overlapping_locus
9	98563721	98588382	24662	+	HAVANA	gene	NA	NA	ENSMUSG00000032458.6	protein_coding	Copb2	2	OTTMUSG00000047583.3	NA
9	98588730	98601660	12931	-	HAVANA	gene	NA	NA	ENSMUSG00000032459.9	protein_coding	Mrps22	2	OTTMUSG00000047584.1	NA
9	98842503	98843385	883	+	HAVANA	gene	NA	NA	ENSMUSG00000091080.2	protein_coding	Prr23a1	2	OTTMUSG00000048332.1	NA
9	98856494	98857374	881	+	HAVANA	gene	NA	NA	ENSMUSG00000063058.2	protein_coding	Prr23a2	2	OTTMUSG00000048333.1	NA
9	98864767	98866583	1817	+	HAVANA	gene	NA	NA	ENSMUSG00000090470.2	protein_coding	Prr23a3	2	OTTMUSG00000046360.1	NA
9	98903119	98904622	1504	+	HAVANA	gene	NA	NA	ENSMUSG00000074123.1	protein_coding	RP24-225E14.5	2	OTTMUSG00000048287.1	NA
9	98955288	98958543	3256	+	HAVANA	gene	NA	NA	ENSMUSG00000050397.4	protein_coding	Foxl2	2	OTTMUSG00000048289.2	NA
9	98986373	99002021	15649	+	HAVANA	gene	NA	NA	ENSMUSG00000032463.10	protein_coding	Faim	2	OTTMUSG00000048179.3	NA
9	99006790	99035715	28926	-	HAVANA	gene	NA	NA	ENSMUSG00000044860.9	protein_coding	RP24-225E14.3	2	OTTMUSG00000048180.2	NA
9	99036654	99140621	103968	-	HAVANA	gene	NA	NA	ENSMUSG00000032462.14	protein_coding	Pik3cb	2	OTTMUSG00000021081.5	NA
9	99229376	99237239	7864	-	HAVANA	gene	NA	NA	ENSMUSG00000096316.7	protein_coding	Faiml	2	OTTMUSG00000048432.2	NA
9	99243367	99300404	57038	+	HAVANA	gene	NA	NA	ENSMUSG00000056267.14	protein_coding	Cep70	1	OTTMUSG00000048233.4	NA
9	99309963	99358557	48595	-	HAVANA	gene	NA	NA	ENSMUSG00000037681.13	protein_coding	Esyt3	2	OTTMUSG00000048235.5	NA
9	99385420	99437381	51962	-	HAVANA	gene	NA	NA	ENSMUSG00000032470.17	protein_coding	Mras	1	OTTMUSG00000029468.7	NA
9	99451475	99474751	23277	+	HAVANA	gene	NA	NA	ENSMUSG00000046242.8	protein_coding	Nme9	2	OTTMUSG00000047910.2	NA
9	99478372	99568899	90528	-	HAVANA	gene	NA	NA	ENSMUSG00000032468.11	protein_coding	Armc8	2	OTTMUSG00000048237.2	NA
9	99575799	99584501	8703	+	HAVANA	gene	NA	NA	ENSMUSG00000032469.12	protein_coding	Dbr1	2	OTTMUSG00000034138.3	NA
9	99612502	99622367	9866	+	HAVANA	gene	NA	NA	ENSMUSG00000037953.7	protein_coding	A4gnt	2	OTTMUSG00000048239.1	NA
9	99629496	99669256	39761	+	HAVANA	gene	NA	NA	ENSMUSG00000037784.14	protein_coding	Dzip1l	1	OTTMUSG00000023471.4	NA
9	99689461	99717267	27807	-	HAVANA	gene	NA	NA	ENSMUSG00000032473.13	protein_coding	Cldn18	2	OTTMUSG00000028913.1	NA
9	99874106	99876170	2065	-	HAVANA	gene	NA	NA	ENSMUSG00000053747.9	protein_coding	Sox14	2	OTTMUSG00000044377.2	NA
9	100457719	100486788	29070	-	HAVANA	gene	NA	NA	ENSMUSG00000044244.18	protein_coding	Il20rb	2	OTTMUSG00000027484.2	NA
9	100492293	100546134	53842	-	HAVANA	gene	NA	NA	ENSMUSG00000032475.15	protein_coding	Nck1	2	OTTMUSG00000021049.5	overlapping_locus
9	100552188	100571090	18903	-	HAVANA	gene	NA	NA	ENSMUSG00000070287.3	protein_coding	Slc35g2	2	OTTMUSG00000048291.2	NA
9	100597798	100959375	361578	+	HAVANA	gene	NA	NA	ENSMUSG00000037286.15	protein_coding	Stag1	2	OTTMUSG00000034031.4	overlapping_locus
9	100982032	101034898	52867	-	HAVANA	gene	NA	NA	ENSMUSG00000032527.13	protein_coding	Pccb	2	OTTMUSG00000033484.3	NA
9	101074101	101104800	30700	+	HAVANA	gene	NA	NA	ENSMUSG00000066415.4	protein_coding	Msl2	1	OTTMUSG00000048624.2	NA
9	101105084	101251795	146712	-	HAVANA	gene	NA	NA	ENSMUSG00000043154.15	protein_coding	Ppp2r3a	1	OTTMUSG00000048434.4	overlapping_locus
9	101861841	101943228	81388	+	HAVANA	gene	NA	NA	ENSMUSG00000057710.7	protein_coding	RP24-364K10.1	2	OTTMUSG00000021085.2	NA
9	101922128	102354693	432566	-	HAVANA	gene	NA	NA	ENSMUSG00000032537.15	protein_coding	Ephb1	1	OTTMUSG00000021086.5	overlapping_locus
9	102505750	102546239	40490	+	HAVANA	gene	NA	NA	ENSMUSG00000035606.8	protein_coding	Ky	2	OTTMUSG00000048441.2	NA
9	102584588	102626534	41947	-	HAVANA	gene	NA	NA	ENSMUSG00000032534.18	protein_coding	Cep63	2	OTTMUSG00000034608.8	NA
9	102626296	102634425	8130	+	HAVANA	gene	NA	NA	ENSMUSG00000035048.13	protein_coding	Anapc13	2	OTTMUSG00000048442.4	NA
9	102716672	102733418	16747	+	HAVANA	gene	NA	NA	ENSMUSG00000032531.15	protein_coding	Amotl2	2	OTTMUSG00000033309.9	NA
9	102834917	102908305	73389	+	HAVANA	gene	NA	NA	ENSMUSG00000032547.12	protein_coding	Ryk	2	OTTMUSG00000041987.7	NA
9	102988712	103096002	107291	+	HAVANA	gene	NA	NA	ENSMUSG00000032548.14	protein_coding	Slco2a1	2	OTTMUSG00000048443.5	ncRNA_host
9	103111787	103185276	73490	+	HAVANA	gene	NA	NA	ENSMUSG00000032549.7	protein_coding	Rab6b	2	OTTMUSG00000048481.4	overlapping_locus
9	103188032	103202137	14106	-	HAVANA	gene	NA	NA	ENSMUSG00000032553.14	protein_coding	Srprb	2	OTTMUSG00000035366.6	overlapping_locus
9	103190208	103230307	40100	-	HAVANA	gene	NA	NA	ENSMUSG00000090639.1	protein_coding	RP24-421P3.2	2	OTTMUSG00000035363.2	overlapping_locus
9	103204001	103230444	26444	-	HAVANA	gene	NA	NA	ENSMUSG00000032554.15	protein_coding	Trf	2	OTTMUSG00000024707.13	overlapping_locus
9	103250521	103305082	54562	-	HAVANA	gene	NA	NA	ENSMUSG00000033688.10	protein_coding	RP23-217J11.1	2	OTTMUSG00000033542.5	NA
9	103305215	103350428	45214	+	HAVANA	gene	NA	NA	ENSMUSG00000032555.10	protein_coding	Topbp1	2	OTTMUSG00000048444.7	NA
9	103353094	103365840	12747	-	HAVANA	gene	NA	NA	ENSMUSG00000032803.15	protein_coding	Cdv3	2	OTTMUSG00000048458.4	NA
9	103424924	103480420	55497	-	HAVANA	gene	NA	NA	ENSMUSG00000032556.11	protein_coding	Bfsp2	2	OTTMUSG00000032745.4	overlapping_locus
9	103482947	103761837	278891	-	HAVANA	gene	NA	NA	ENSMUSG00000042757.16	protein_coding	Tmem108	2	OTTMUSG00000048461.5	ncRNA_host
9	104002544	104043818	41275	+	HAVANA	gene	NA	NA	ENSMUSG00000032558.19	protein_coding	Nphp3	2	OTTMUSG00000031730.4	overlapping_locus
9	104040662	104075879	35218	+	HAVANA	gene	NA	NA	ENSMUSG00000101152.1	protein_coding	RP23-380A10.7	2	OTTMUSG00000049468.2	overlapping_locus
9	104046599	104063134	16536	-	HAVANA	gene	NA	NA	ENSMUSG00000032557.13	protein_coding	Uba5	2	OTTMUSG00000027430.9	NA
9	104063377	104127725	64349	+	HAVANA	gene	NA	NA	ENSMUSG00000090150.10	protein_coding	Acad11	1	OTTMUSG00000031729.8	overlapping_locus
9	104084157	104126933	42777	-	HAVANA	gene	NA	NA	ENSMUSG00000079355.5	protein_coding	Ackr4	2	OTTMUSG00000049290.5	NA
9	104151282	104262930	111649	-	HAVANA	gene	NA	NA	ENSMUSG00000032560.14	protein_coding	Dnajc13	2	OTTMUSG00000049291.7	overlapping_locus
9	104288251	104337748	49498	-	HAVANA	gene	NA	NA	ENSMUSG00000032561.15	protein_coding	Acpp	1	OTTMUSG00000024988.4	overlapping_locus
9	104547286	105034544	487259	+	HAVANA	gene	NA	NA	ENSMUSG00000032564.16	protein_coding	Cpne4	1	OTTMUSG00000023466.6	ncRNA_host
9	105053239	105079888	26650	+	HAVANA	gene	NA	NA	ENSMUSG00000032563.16	protein_coding	Mrpl3	1	OTTMUSG00000023521.8	overlapping_locus
9	105128903	105131824	2922	-	HAVANA	gene	NA	NA	ENSMUSG00000032565.9	protein_coding	Nudt16	2	OTTMUSG00000045306.3	NA
9	105143342	105145092	1751	-	HAVANA	gene	NA	NA	ENSMUSG00000032566.4	protein_coding	RP24-553E23.3	2	OTTMUSG00000045307.2	NA
9	105162156	105395524	233369	-	HAVANA	gene	NA	NA	ENSMUSG00000035032.12	protein_coding	Nek11	2	OTTMUSG00000024183.7	NA
9	105395392	105412229	16838	+	HAVANA	gene	NA	NA	ENSMUSG00000032567.16	protein_coding	Aste1	2	OTTMUSG00000022639.7	NA
9	105403539	105527319	123781	-	HAVANA	gene	NA	NA	ENSMUSG00000032570.17	protein_coding	Atp2c1	2	OTTMUSG00000042223.15	NA
9	105642978	105687657	44680	+	HAVANA	gene	NA	NA	ENSMUSG00000032571.14	protein_coding	Pik3r4	2	OTTMUSG00000049417.6	NA
9	105687809	105828160	140352	-	HAVANA	gene	NA	NA	ENSMUSG00000043719.14	protein_coding	Col6a6	2	OTTMUSG00000049418.2	NA
9	105856078	105960643	104566	-	HAVANA	gene	NA	NA	ENSMUSG00000091345.9	protein_coding	Col6a5	2	OTTMUSG00000049419.5	NA
9	105989454	106096783	107330	-	HAVANA	gene	NA	NA	ENSMUSG00000032572.9	protein_coding	Col6a4	2	OTTMUSG00000032575.4	NA
9	106152857	106158138	5282	-	HAVANA	gene	NA	NA	ENSMUSG00000020258.16	protein_coding	Glyctk	2	OTTMUSG00000034701.4	NA
9	106170928	106191139	20212	+	HAVANA	gene	NA	NA	ENSMUSG00000020257.13	protein_coding	Wdr82	2	OTTMUSG00000049420.4	ncRNA_host
9	106194947	106199746	4800	-	HAVANA	gene	NA	NA	ENSMUSG00000020253.15	protein_coding	Ppm1m	2	OTTMUSG00000033433.4	NA
9	106203108	106215389	12282	+	HAVANA	gene	NA	NA	ENSMUSG00000023277.13	protein_coding	Twf2	2	OTTMUSG00000049421.7	NA
9	106222598	106226883	4286	+	HAVANA	gene	NA	NA	ENSMUSG00000045322.10	protein_coding	Tlr9	2	OTTMUSG00000049422.1	NA
9	106233455	106248654	15200	-	HAVANA	gene	NA	NA	ENSMUSG00000032786.16	protein_coding	Alas1	2	OTTMUSG00000033383.4	NA
9	106281061	106350521	69461	+	HAVANA	gene	NA	NA	ENSMUSG00000023345.17	protein_coding	Poc1a	2	OTTMUSG00000049423.6	NA
9	106368632	106375724	7093	+	HAVANA	gene	NA	NA	ENSMUSG00000053716.9	protein_coding	Dusp7	2	OTTMUSG00000037684.2	NA
9	106429454	106431568	2115	+	HAVANA	gene	NA	NA	ENSMUSG00000048758.14	protein_coding	Rpl29	2	OTTMUSG00000033747.3	NA
9	106432981	106438319	5339	-	HAVANA	gene	NA	NA	ENSMUSG00000023262.13	protein_coding	Acy1	2	OTTMUSG00000049425.6	NA
9	106440051	106447678	7628	-	HAVANA	gene	NA	NA	ENSMUSG00000042210.17	protein_coding	Abhd14a	2	OTTMUSG00000049587.6	NA
9	106447459	106452923	5465	+	HAVANA	gene	NA	NA	ENSMUSG00000042073.15	protein_coding	Abhd14b	2	OTTMUSG00000049534.7	NA
9	106453291	106464012	10722	+	HAVANA	gene	NA	NA	ENSMUSG00000023495.13	protein_coding	Pcbp4	1	OTTMUSG00000049661.6	NA
9	106463962	106465938	1977	-	HAVANA	gene	NA	NA	ENSMUSG00000091735.2	protein_coding	Gpr62	2	OTTMUSG00000049535.3	NA
9	106470322	106476949	6628	-	HAVANA	gene	NA	NA	ENSMUSG00000023249.15	protein_coding	Parp3	2	OTTMUSG00000033581.4	NA
9	106475963	106485424	9462	+	HAVANA	gene	NA	NA	ENSMUSG00000041506.15	protein_coding	Rrp9	2	OTTMUSG00000033577.4	NA
9	106499967	106502254	2288	+	HAVANA	gene	NA	NA	ENSMUSG00000066383.7	protein_coding	Iqcf1	2	OTTMUSG00000049449.3	NA
9	106503225	106561631	58407	-	HAVANA	gene	NA	NA	ENSMUSG00000023577.15	protein_coding	Iqcf3	2	OTTMUSG00000049442.5	NA
9	106514573	106516010	1438	+	HAVANA	gene	NA	NA	ENSMUSG00000066382.4	protein_coding	Iqcf5	2	OTTMUSG00000049450.1	NA
9	106568319	106570996	2678	-	HAVANA	gene	NA	NA	ENSMUSG00000041009.8	protein_coding	Iqcf4	2	OTTMUSG00000049454.2	NA
9	106626582	106627675	1094	+	HAVANA	gene	NA	NA	ENSMUSG00000091129.2	protein_coding	Iqcf6	2	OTTMUSG00000049592.1	NA
9	106643095	106656082	12988	-	HAVANA	gene	NA	NA	ENSMUSG00000023192.12	protein_coding	Grm2	2	OTTMUSG00000049456.2	NA
9	106658746	106685927	27182	-	HAVANA	gene	NA	NA	ENSMUSG00000040813.16	protein_coding	Tex264	1	OTTMUSG00000049427.7	NA
9	106688082	106789194	101113	-	HAVANA	gene	NA	NA	ENSMUSG00000040661.6	protein_coding	Rad54l2	2	OTTMUSG00000049429.4	NA
9	106821874	106880992	59119	+	HAVANA	gene	NA	NA	ENSMUSG00000040325.16	protein_coding	Vprbp	2	OTTMUSG00000032620.9	overlapping_locus
9	106838312	106891979	53668	-	HAVANA	gene	NA	NA	ENSMUSG00000032575.16	protein_coding	Manf	2	OTTMUSG00000032651.5	overlapping_locus
9	106880918	106887428	6511	-	HAVANA	gene	NA	NA	ENSMUSG00000074102.4	protein_coding	Rbm15b	2	OTTMUSG00000032631.6	overlapping_locus
9	106892825	107231909	339085	-	HAVANA	gene	NA	NA	ENSMUSG00000039716.12	protein_coding	Dock3	2	OTTMUSG00000036142.3	ncRNA_host
9	107254927	107289877	34951	-	HAVANA	gene	NA	NA	ENSMUSG00000032577.16	protein_coding	Mapkapk3	1	OTTMUSG00000030250.4	NA
9	107296026	107302784	6759	+	HAVANA	gene	NA	NA	ENSMUSG00000032578.7	protein_coding	Cish	2	OTTMUSG00000036835.3	NA
9	107327084	107338350	11267	-	HAVANA	gene	NA	NA	ENSMUSG00000032579.14	protein_coding	Hemk1	2	OTTMUSG00000030257.4	NA
9	107340602	107352422	11821	+	HAVANA	gene	NA	NA	ENSMUSG00000037977.6	protein_coding	RP23-115A1.5	1	OTTMUSG00000030262.3	NA
9	107399612	107529343	129732	+	HAVANA	gene	NA	NA	ENSMUSG00000010066.15	protein_coding	Cacna2d2	2	OTTMUSG00000036844.9	NA
9	107533945	107538673	4729	+	HAVANA	gene	NA	NA	ENSMUSG00000010045.2	protein_coding	Tmem115	2	OTTMUSG00000050747.1	NA
9	107539007	107542193	3187	-	HAVANA	gene	NA	NA	ENSMUSG00000037190.12	protein_coding	Cyb561d2	2	OTTMUSG00000050780.3	NA
9	107542226	107545706	3481	+	HAVANA	gene	NA	NA	ENSMUSG00000010057.8	protein_coding	Nprl2	2	OTTMUSG00000050748.2	NA
9	107547298	107551319	4022	+	HAVANA	gene	NA	NA	ENSMUSG00000010044.12	protein_coding	Zmynd10	2	OTTMUSG00000050749.2	NA
9	107551555	107562267	10713	+	HAVANA	gene	NA	NA	ENSMUSG00000010067.13	protein_coding	Rassf1	1	OTTMUSG00000030554.7	NA
9	107563255	107566112	2858	+	HAVANA	gene	NA	NA	ENSMUSG00000010054.4	protein_coding	Tusc2	1	OTTMUSG00000050781.3	NA
9	107567945	107572779	4835	+	HAVANA	gene	NA	NA	ENSMUSG00000010047.12	protein_coding	Hyal2	2	OTTMUSG00000050817.5	NA
9	107576927	107581710	4784	+	HAVANA	gene	NA	NA	ENSMUSG00000010051.15	protein_coding	Hyal1	1	OTTMUSG00000028838.8	overlapping_locus
9	107578887	107584050	5164	+	HAVANA	gene	NA	NA	ENSMUSG00000079334.8	protein_coding	Nat6	1	OTTMUSG00000028836.7	overlapping_locus
9	107580818	107587359	6542	+	HAVANA	gene	NA	NA	ENSMUSG00000036091.8	protein_coding	Hyal3	2	OTTMUSG00000028837.5	overlapping_locus
9	107587642	107593385	5744	+	HAVANA	gene	NA	NA	ENSMUSG00000010048.10	protein_coding	Ifrd2	2	OTTMUSG00000050667.2	NA
9	107597674	107609229	11556	-	HAVANA	gene	NA	NA	ENSMUSG00000057969.15	protein_coding	Sema3b	2	OTTMUSG00000016526.10	NA
9	107614125	107635367	21243	-	HAVANA	gene	NA	NA	ENSMUSG00000032562.13	protein_coding	Gnai2	2	OTTMUSG00000050782.4	NA
9	107650634	107669530	18897	-	HAVANA	gene	NA	NA	ENSMUSG00000010064.15	protein_coding	Slc38a3	2	OTTMUSG00000050784.4	NA
9	107674474	107679712	5239	-	HAVANA	gene	NA	NA	ENSMUSG00000034837.12	protein_coding	Gnat1	2	OTTMUSG00000050785.4	NA
9	107681500	107710475	28976	-	HAVANA	gene	NA	NA	ENSMUSG00000034684.12	protein_coding	Sema3f	2	OTTMUSG00000050787.6	NA
9	107740371	107770996	30626	-	HAVANA	gene	NA	NA	ENSMUSG00000032580.12	protein_coding	Rbm5	2	OTTMUSG00000043551.15	NA
9	107773559	107873237	99679	-	HAVANA	gene	NA	NA	ENSMUSG00000032582.14	protein_coding	Rbm6	2	OTTMUSG00000043552.16	NA
9	107888151	107903139	14989	+	HAVANA	gene	NA	NA	ENSMUSG00000032583.7	protein_coding	Mon1a	2	OTTMUSG00000050788.2	NA
9	107906873	107920383	13511	+	HAVANA	gene	NA	NA	ENSMUSG00000032584.12	protein_coding	Mst1r	2	OTTMUSG00000050789.3	NA
9	107928469	107932461	3993	+	HAVANA	gene	NA	NA	ENSMUSG00000066368.1	protein_coding	Actl11	2	OTTMUSG00000033592.1	NA
